num,info
57,"Dr. Andrea Iwansky <br>Schlaflabor Spectrum am UKE<br>Gemeinschaftspraxis Dr. A. Iwansky, Dr. J. Wiedemann Colonnaden, Pneumologie an der Alster<br>Colonnaden 9<br>20354 Hamburg<br><br>Telefon: (0 40) 4 50 38-1 70, (0 40) 342281 (Praxix)<br>Fax: (0 40) 4 50 38-1 72, (0 40) 342290 (Praxis)<br>E-Mail: <a href=""mailto:info@dr-iwansky.de"">info@dr-iwansky.de</a><br>Internet: <a href=""http://www.schlaflabor-hamburg.de"">www.schlaflabor-hamburg.de</a><br>"
58,"PD Dr. med. Gunther H. Wiest, Dr. med. Stefan Schwarz<br>Asklepios Klinik Harburg<br>Lungenabteilung/HNO/Neurologie<br>Schlaflabor<br>Eißendorfer Pferdeweg 52<br>21075 Hamburg<br><br>Telefon: (0 40) 181886-2155<br>Fax: (0 40) 181886-3304<br>E-Mail: <a href=""mailto:st.schwarz@asklepios.com"">st.schwarz@asklepios.com</a><br>Internet: <a href=""http://www.asklepios.com/harburg"">www.asklepios.com/harburg</a><br>"
59,"Dr. med. Holger Hein <br>Schlaflabor Dr. Hein<br>Johanniter-Krankenhaus Geesthacht<br>Am Runden Berge 3<br>21502 Geesthacht<br><br>Telefon: 040 7810 4771<br>Fax: 040 7810 4772<br>E-Mail: <a href=""mailto:info@dr-holger-hein.de"">info@dr-holger-hein.de</a><br>Internet: <a href=""http://www.dr-holger-hein.de"">www.dr-holger-hein.de</a><br>"
60,"Dr. med. Thomas Duwe, Dr. med. Reinhard Stark<br>Bundeswehrkrankenhaus Hamburg<br>Abteilung für Neurologie<br>Interdisziplinäres Schlaflabor<br>Lesserstr. 180<br>22049 Hamburg<br><br>Telefon: (040) 6947-16500<br>Fax: (040) 6947-16009<br>E-Mail: <a href=""mailto:ReinhardStark@bundeswehr.org"">ReinhardStark@bundeswehr.org</a><br>Internet: <a href=""http://hamburg.bwkrankenhaus.de"">hamburg.bwkrankenhaus.de</a><br>"
61,"Prof. Dr. med. Heinrich Becker <br>Asklepios Klinik Barmbek<br>Pneumologie und Internistische Intensivmedizin, Weaningzentrum<br>Schlaflabor<br>Rübenkamp 220<br>22291 Hamburg<br><br>Telefon: (040) 181882 4801<br>Fax: (040)1818821149<br>E-Mail: <a href=""mailto:hf.becker1@web.de"">hf.becker1@web.de</a><br>Internet: <a href=""http://www.asklepios.com"">www.asklepios.com</a><br>"
62,"Dr. med. Stefan Stodieck, Dr. med. Berthold Voges<br>Evangelisches Krankenhaus Alsterdorf<br>Klinik für Neurologie<br>Neurologisches Schlaflabor im Epilepsiezentrum Hamburg<br>Elisabeth-Flügge-Str. 1<br>22337 Hamburg<br><br>Telefon: (040) 5077-3507<br>Fax: (040) 5077-4249<br>E-Mail: <a href=""mailto:b.voges@alsterdorf.de"">b.voges@alsterdorf.de</a><br>Internet: <a href=""http://www.evangelisches-krankenhaus-alsterdorf.de"">www.evangelisches-krankenhaus-alsterdorf.de</a><br>"
63,"Prof.Dr.med. K. F. Rabe, Dr. med. Maike Oldigs<br>LungenClinic Großhansdorf<br>Pneumologie<br>Schlaflabor<br>Wöhrendamm 80<br>22927 Großhansdorf<br><br>Telefon: (0 41 02) 6 01-2075 oder /-2076<br>Fax: (0 41 02) 6 01-7075<br>E-Mail: <a href=""mailto:schlaflabor@lungenclinic.de"">schlaflabor@lungenclinic.de</a><br>Internet: <a href=""http://www.LungenClinic.de"">www.LungenClinic.de</a><br>"
64,"Prof. Dr. med.  Fritz Hohagen, Prof. Dr.med. Klaus Junghanns<br>Klinik für Psychiatrie und Psychotherapie<br>Zentrum für integrative Psychiatrie (ZIP)/ Campus Lübeck<br>Schlafmedizinische Station<br>Ratzeburger Allee 160<br>23538 Lübeck<br><br>Telefon: 0451-500 98890<br>Fax: 0451-500 98894<br>E-Mail: <a href=""mailto:klaus.junghanns@.uksh.de"">klaus.junghanns@.uksh.de</a><br>Internet: <a href=""http://www.uksh.de/psychiatrie-luebeck.de"">www.uksh.de/psychiatrie-luebeck.de</a><br>"
65,"Dr. med. Jan Hollandt <br>Schlafmedizin Zentrum Lübeck<br>im Marienkrankenhaus<br>Gem.Praxis Dres Hollandt, Kunisch, Becker<br>Parade 3<br>23552 Lübeck<br><br>Telefon: (0451)140 7312<br>Fax: (0451)1407313<br>E-Mail: <a href=""mailto:jan.hollandt@gmx.net"">jan.hollandt@gmx.net</a><br>"
66,"Dr. med. Iris Koper <br>Sana Kliniken Ostholstein GmbH<br>Klinik Oldenburg<br>Abteilung Innere Medizin / Schlaflabor<br>Mühlenkamp 5<br>23758 Oldenburg<br><br>Telefon: (0 43 61) 5 13-0/ -1 14<br>Fax: (0 43 61) 5 13-6 33<br>E-Mail: <a href=""mailto:iris.koper@sana.de"">iris.koper@sana.de</a><br>Internet: <a href=""http://www.sana-oh.de"">www.sana-oh.de</a><br>"
67,"Prof. Dr. med.  Peter Zabel, Dr. med. Ernst Müller<br>Forschungszentrum Borstel<br>Medizinische Klinik<br>Schlaflabor<br>Parkallee 35<br>23845 Borstel<br><br>Telefon: (0 45 37) 1 880<br>Fax: ( 045 37) 1 88-3 13<br>E-Mail: <a href=""mailto:pzabel@fz-borstel.de"">pzabel@fz-borstel.de</a><br>Internet: <a href=""http://www.fz-borstel.de"">www.fz-borstel.de</a><br>"
68,"PD Dr. med.  R. Wenzelburger, Dr. med. Ellen Rudow<br>Schlaflabor Kiel<br>am Sankt Elisabeth Krankenhaus<br>Königsweg 14<br>24103 Kiel<br><br>Telefon: (0431) 200 70 992<br>Fax: (0431)20070994<br>E-Mail: <a href=""mailto:info@schlaflabor-kiel.de"">info@schlaflabor-kiel.de</a><br>Internet: <a href=""http://www.schlaflabor-kiel.de"">www.schlaflabor-kiel.de</a><br>"
69,"Prof. Dr. med.  Fritz Hohagen, Prof. Dr. med. Robert Göder<br>Universitätsklinikum Schleswig-Holstein<br>Zentrum für Integrative Psychiatrie ZIP gGmbH, Campus Kiel<br>Schlaflabor<br>Michaelisstraße 1 (UKSH Hauptcampus, Haus 11)<br>24105 Kiel<br><br>Telefon: 0431 500 -98180 / Prof. Göder: -98008<br>Fax: 0431 500 -98184<br>E-Mail: <a href=""mailto:robert.goeder@UKSH.de"">robert.goeder@UKSH.de</a><br>Internet: <a href=""http://www.zip-kiel.de"">www.zip-kiel.de</a><br>"
70,"Dr. med. Timo Specht, Dr. med. Christian Dix<br>Fachklinik Aukrug der Deutschen Rentenversicherung Nord<br>Schlafmedizinisches Zentrum<br>Schlaflabor Aukrug<br>Tönsheide 1 a<br>24613 Aukrug-Tönsheide<br><br>Telefon: (0 48 73) 90 97- 8 51<br>Fax: (0 48 73) 90 97-9 85<br>E-Mail: <a href=""mailto:kirsten.gronau@drv-nord.de"">kirsten.gronau@drv-nord.de</a><br>Internet: <a href=""http://www.fachklinik-aukrug.de"">www.fachklinik-aukrug.de</a><br>"
71,"Dr. Andreas Deimling, Dr. med. Barbara Volger-Deimling<br>Schlaflabor der Lungenarztpraxis Schleswig<br>Königstr. 13<br>24837 Schleswig<br><br>Telefon: (04621) 48 75 38<br>Fax: (04621) 48 75 39<br>E-Mail: <a href=""mailto:schlaflabor.schleswig@gmx.de"">schlaflabor.schleswig@gmx.de</a><br>Internet: <a href=""http://www.lungenpraxis-schleswig.de"">www.lungenpraxis-schleswig.de</a><br>"
72,"Dr. med. Anke Jary <br>Klinikum Nordfriesland gGmbH<br>Schlaflabor Nordfriesland<br>Gather Landstrasse 75<br>25832 Niebüll<br><br>Telefon: (04661) 152101<br>Fax: (04661) 152106<br>E-Mail: <a href=""mailto:schlaflabor@klinikum-nf.de"">schlaflabor@klinikum-nf.de</a><br>Internet: <a href=""http://www.klinikum-nf.de"">www.klinikum-nf.de</a><br>"
73,"Prof. Dr. med.  Tom Schaberg, Dr. med. Michael Nieger<br>Agaplesion Diakonieklinikum Rotenburg (Wümme)<br>Zentrum für Pneumologie / Schlaflabor<br>Elise-Averdieck-Str. 17<br>27356 Rotenburg (Wümme)<br><br>Telefon: (0 42 61) 77 62 75<br>Fax: (0 42 61) 77 62 76<br>E-Mail: <a href=""mailto:nieger@diako-online.de"">nieger@diako-online.de</a><br>"
74,"Prof. Dr. med.  Ulrich E. Sander, Dr. med. Ulrich E. Sander<br>Klinik Am Bürgerpark<br>1. Medizinische Klinik<br>Schlaflabor<br>Schiffdorfer Chaussee 29<br>27574 Bremerhaven<br><br>Telefon: (04 71) 1 82-13 67<br>Fax: (04 71) 1 82-13 84<br>E-Mail: <a href=""mailto:schlaflabor@kliniken-wesermuende.de"">schlaflabor@kliniken-wesermuende.de</a><br>Internet: <a href=""http://www.kliniken-wesermuende.de"">www.kliniken-wesermuende.de</a><br>"
75,"Prof. Dr. med. W. Bergler, Dr. Jan Keßler<br>Krankenhaus St. Joseph-Stift Bremen<br>HNO-Klinik<br>Schlaflabor<br>Schwachhauserheerstr. 54<br>28209 Bremen<br><br>Telefon: (0421)3471487<br>Fax: (0421)347 1275<br>E-Mail: <a href=""mailto:WBergler@sjs-bremen.de"">WBergler@sjs-bremen.de</a><br>Internet: <a href=""http://www.sjs-bremen.de"">www.sjs-bremen.de</a><br>"
76,"Prof. Dr. med.  Dieter Ukena, Dr. med. Sabine Görlitz<br>Klinikum Bremen-Ost gGmbH<br>Klinik für Pneumologie und Beatmungsmedizin<br>Schlaflabor<br>Züricher Str. 40<br>28325 Bremen<br><br>Telefon: (04 21) 4 08-28 42/-21 30<br>Fax: (04 21) 4 08-28 43<br>E-Mail: <a href=""mailto:jutta.vogt@klinikum-bremen-ost.de"">jutta.vogt@klinikum-bremen-ost.de</a><br>"
77,"Prof. Dr. med. Andreas Kastrup, Sabine Bunten<br>Klinikum Bremen-Ost gGmbH<br>Neurophysiologisches Schlaflabor<br>Züricher Str. 40<br>28325 Bremen<br><br>Telefon: (0421)408-2370<br>Fax: (0421)408-2375<br>E-Mail: <a href=""mailto:neurophysiologie@klinikum-bremen-ost.de"">neurophysiologie@klinikum-bremen-ost.de</a><br>Internet: <a href=""http://www.klinikum-bremen-ost.de"">www.klinikum-bremen-ost.de</a><br>"
78,"Prof. Dr. med.  Bernd Schönhofer, Dr. med. Wolf Harms<br>KRH Klinikum Siloah-Oststadt-Heidehaus<br>Klinik für Pneumologie, Intensiv- und Schlafmedizin<br>Stadionbrücke 4<br>30459 Hannover<br><br>Telefon: (05 11) 927-5340<br>Fax: (05 11) 927-2500<br>E-Mail: <a href=""mailto:wolf.harms@krh.eu"">wolf.harms@krh.eu</a><br>Internet: <a href=""http:// www.krh.eu/klinikum/SOH/kliniken/pneumologie/leistung/schlaflabor/Seiten/default.aspx""> www.krh.eu/klinikum/SOH/kliniken/pneumologie/leistung/schlaflabor/Seiten/default.aspx</a><br>"
79,"Prof. Dr. med.  Tobias Welte, Dr. med. Birgit Hoffmann-Castendiek<br>Medizinische Hochschule Hannover<br>Pneumologie<br>Interdisziplinäres Schlaflabor<br>Carl-Neuberg-Str. 1<br>30625 Hannover<br><br>Telefon: (05 11) 5 32-98 85<br>Fax: (05 11) 5 32-98 86<br>E-Mail: <a href=""mailto:Schlaflabor@mh-hannover.de"">Schlaflabor@mh-hannover.de</a><br>"
80,"Josef A. Wirth <br>AMEOS Klinikum Alfeld<br>Institut für Schlafdiagnostik und Therapie<br>Landrat-Beushausen-Str. 26<br>31061 Alfeld<br><br>Telefon: (0 51 81) 70 73 76/12 03<br>Fax: (0 51 81) 2 68 70<br>E-Mail: <a href=""mailto:jwirtha@aol.com"">jwirtha@aol.com</a><br>Internet: <a href=""http://www.schlaflabor-wirth.de"">www.schlaflabor-wirth.de</a><br>"
81,"Dr. Michael Hamm <br>Helios Klinikum Hildesheim<br>Klinik für Pneumologie, Schlaf- und Beatmungsmedizin<br>Schlaflabor<br>(05121) 894?4202<br>31135 Hildesheim<br><br>Telefon: (05121) 894?4202<br>Fax: (05121) 894-4205<br>E-Mail: <a href=""mailto:Horst.Schuenemann@helios-gesundheit.de"">Horst.Schuenemann@helios-gesundheit.de</a><br>Internet: <a href=""http://www.helios-gesundheit.de/kliniken/Hildesheim"">www.helios-gesundheit.de/kliniken/Hildesheim</a><br>"
82,"PD Dr. Frank Grothues, Dr. med. Peter Maximilian Müller-Marhenke<br>Klinikum Peine gGmbH<br>Medizinische Klinik I<br>Schlaflabor<br>Virchowstr. 8 h<br>31226 Peine<br><br>Telefon: (0 51 71) 93-1601<br>Fax: (0 51 71) 93-16 19<br>E-Mail: <a href=""mailto:peter-maximilian.mueller-marhenke@klinikum-peine.de"">peter-maximilian.mueller-marhenke@klinikum-peine.de</a><br>Internet: <a href=""http://www.klinikum-peine.de"">www.klinikum-peine.de</a><br>"
83,"Dr. med. Reinhard Hüting <br>Schlafmedizinisches Zentrum Minden<br>Flurweg 13<br>32457 Porta Westfalica<br><br>Telefon: (05 71) 87576<br>Fax: (05 71) 8 75 70<br>E-Mail: <a href=""mailto:r_hueting@t-online.de"">r_hueting@t-online.de</a><br>"
84,"Dr. Dieter Specht <br>Karl-Hansen-Klinik GmbH<br>Zentrum für Schlafmedizin/ Ambulante zentrum für Schlafstörungen<br>Antoniusstr. 19<br>33175 Bad Lippspringe<br><br>Telefon: (0 52 52) 95-40 50<br>Fax: (0 52 52) 95-40 52<br>E-Mail: <a href=""mailto:s.holz@medizinisches-zentrum.de"">s.holz@medizinisches-zentrum.de</a><br>Internet: <a href=""http://www.medizinisches-zentrum.de"">www.medizinisches-zentrum.de</a><br>"
85,"Dr. med. Gernot Schoch <br>Sankt Elisabeth-Hospital<br>Pneumologische Abteilung<br>Schlaflabor<br>Stadtring Kattenstroth 130<br>33332 Gütersloh<br><br>Telefon: (0 52 41) 5 07-73 20<br>Fax: (0 52 41) 5 07-73 29<br>E-Mail: <a href=""mailto:pneumologie@sankt-elisabeth-hospital.de"">pneumologie@sankt-elisabeth-hospital.de</a><br>Internet: <a href=""http://www.sankt-elisabeth-hospital.de"">www.sankt-elisabeth-hospital.de</a><br>"
86,"Prof. Dr. med. Wolf-Rüdiger Schäbitz, Dr. Marco Busch<br>Evangelisches Krankenhaus Bielefeld (EVKB)<br>Neurologische Klinik des EvKB im Johannesstift<br>Schlaflabor <br>Schildescher Str. 99<br>33611 Bielefeld<br><br>Telefon: (05 21) 772 75 874<br>Fax: (05 21) 772 75 812<br>E-Mail: <a href=""mailto:marco.busch@evkb.de"">marco.busch@evkb.de</a><br>Internet: <a href=""http://www.evkb.de"">www.evkb.de</a><br>"
87,"PD Dr. med.  Christian Ole Feddersen, Dr. med. Edgar Haasler<br>Evangelisches Krankenhaus Bielefeld gGmbH<br>Klinik für Innere Medizin, Pneumologie und Intensivmedizin<br>Schlaf- und Beatmungslabor<br>Burgsteig 13<br>33617 Bielefeld<br><br>Telefon: (05 21) 77 27 75 33<br>Fax: (05 21) 77 27 75 34<br>E-Mail: <a href=""mailto:Schlaflabor@evkb.de"">Schlaflabor@evkb.de</a><br>Internet: <a href=""http://www.evkb.de"">www.evkb.de</a><br>"
88,"Dr. med. Jörg Schmitthenner <br>Klinikum Halle/Westfalen<br>Schlafmedizinisches Labor<br>Winnebrockstr. 1<br>33790 Halle/Westfalen<br><br>Telefon: (0 52 01) 1 88-9170<br>Fax:  (0 52 01) 1 88-9179<br>E-Mail: <a href=""mailto:schlaflabor@klinikumhalle.de,"">schlaflabor@klinikumhalle.de,</a><br>Internet: <a href=""http://www.klinikumhalle.de"">www.klinikumhalle.de</a><br>"
89,"Prof. Dr. med.  Martin Konermann, Sigrid Verlaan<br>Marienkrankenhaus Kassel<br>Akademisches Lehrkrankenhaus der Universität Marburg<br>Schlafmedizinisches Zentrum<br>Marburger Str. 85<br>34127 Kassel<br><br>Telefon: (05 61) 80 73-1520<br>Fax: (05 61) 80 73-4520<br>E-Mail: <a href=""mailto:schlaflabor@marienkrankenhaus-kassel.de"">schlaflabor@marienkrankenhaus-kassel.de</a><br>Internet: <a href=""http://www.Marienkrankenhaus-Kassel.de"">www.Marienkrankenhaus-Kassel.de</a><br>"
90,"Prof. Dr. med. Stefan Andreas <br>Fachklinik für Lungenerkrankungen<br>Philippstiftung e.V.<br>Schlaflabor<br>Robert-Koch-Str. 3<br>34376 Immenhausen<br><br>Telefon: (0 56 73) 5 01-4 32<br>Fax: (0 56 73) 5 01-1 01<br>E-Mail: <a href=""mailto:sandreas@lungenfachklinik-immenhausen.de"">sandreas@lungenfachklinik-immenhausen.de</a><br>Internet: <a href=""http://www.lungenfachklinik-immenhausen.de"">www.lungenfachklinik-immenhausen.de</a><br>"
91,"Walter Knüppel <br>Krankenhaus Bad Arolsen GmbH<br>Abteilung für Innere Medizin<br>Zentrum für Beatmungs- und Schlafmedizin<br>Große Allee 50<br>34454 Bad Arolsen<br><br>Telefon: (0 56 91) 8 00-1 60/1 61<br>Fax: (0 56 91) 8 00-1-80<br>E-Mail: <a href=""mailto:walter.knueppel@skhba.de"">walter.knueppel@skhba.de</a><br>Internet: <a href=""http://www.skhba.de"">www.skhba.de</a><br>"
92,"Dr. med (I) Aggi Neumann-Schiebener <br>Asklepios Kliniken Bad Wildungen<br>Stadtklinik<br>Schlaflabor<br>Laustraße 30<br>34537 Bad Wildungen<br><br>Telefon: (0 56 21) 7 95-2730<br>Fax: (0 56 21) 795-2731<br>E-Mail: <a href=""mailto:ag.neumann@asklepios.com"">ag.neumann@asklepios.com</a><br>Internet: <a href=""http://www.asklepios.com"">www.asklepios.com</a><br>"
93,"Prof. Dr. med.  Geert Mayer, Dr. med. Sirous Javidi<br>Hephata-Klinik<br>Schlaflabor<br>Schimmelpfengstraße 6<br>34613 Schwalmstadt<br><br>Telefon: (0 66 91) 18-20 26<br>Fax: (0 66 91) 18-20 40<br>E-Mail: <a href=""mailto:schlaflabor@hephata.de"">schlaflabor@hephata.de</a><br>Internet: <a href=""http://www.hephata.de"">www.hephata.de</a><br>"
94,"Prof. Dr. med.  C. Vogelmeier, Prof. Dr. med. Ulrich Köhler<br>Universitätsklinikum Gießen und Marburg GmbH<br>Klinik für Innere Medizin mit Schwerpunkt Pneumologie<br>Standort Marburg / Interdisziplinäres Schlafmedizinisches Zentrum<br>Baldingerstr. 1<br>35033 Marburg<br><br>Telefon: (0 64 21) 586-2717<br>Fax: (0 64 21) 586-5405<br>E-Mail: <a href=""mailto:Schlafmed.Labor@med.uni-marburg.de"">Schlafmed.Labor@med.uni-marburg.de</a><br>Internet: <a href=""http://www.schlafmedizinisches-zentrum-marburg.de"">www.schlafmedizinisches-zentrum-marburg.de</a><br>"
95,"Prof. Dr.  Karin Stiasny-Kolster <br>Praxis für Schlafmedizin - Ambulantes Schlaflabor <br>Marburger Straße 9a<br>35043 Marburg-Cappel <br><br>Telefon: (06421) 48 99 88-1<br>Fax: (06421) 48 99 88-8<br>E-Mail: <a href=""mailto:Stiasny-Kolster@schlaflabor-marburg.de"">Stiasny-Kolster@schlaflabor-marburg.de</a><br>Internet: <a href=""http://www.schlaflabor-marburg.de"">www.schlaflabor-marburg.de</a><br>"
96,"Prof. Dr. med. Dr. h.c.  Dodel, Dr.med. David Vadasz<br>Universitätsklinikum Gießen und Marburg GmbH<br>Klinik für Neurologie<br>Neurologisches Schlaflabor<br>Baldingerstr. 1<br>35043 Marburg<br><br>Telefon: (06421) 5865215<br>Fax: (06421) 5868955/ 5865307 (Ambulanz)<br>E-Mail: <a href=""mailto:vadasz@med.uni-marburg.de"">vadasz@med.uni-marburg.de</a><br>Internet: <a href=""http://www.ukgm.de"">www.ukgm.de</a><br>"
97,"Prof. Dr. med.  Werner Seeger, Prof. Dr. med. Konstantin Mayer<br>Universitätsklinikum Gießen und Marburg<br>Medizinische Klinik II<br>Schlaflabor<br>Klinik-Str. 33<br>35392 Gießen<br><br>Telefon: (06 41) 985-57030/ -51251(Durchwahl Mayer)<br>Fax: (06 41) 985-42599/ -51259( Mayer)<br>E-Mail: <a href=""mailto:konstantin.mayer@innere.med.uni-giessen.de"">konstantin.mayer@innere.med.uni-giessen.de</a><br>"
98,"Dr. med.  Roger Agne, Dr. med.  Beate Enke<br>Lahn-Dill-Kliniken<br>Innere Abteilung<br>Schlaflabor<br>Rotebergstr. 2<br>35683 Dillenburg<br><br>Telefon: (02771) 3964459<br>Fax: (02771) 3964454<br>E-Mail: <a href=""mailto:schlaflabor.dgb@lahn-dill-kliniken.de"">schlaflabor.dgb@lahn-dill-kliniken.de</a><br>Internet: <a href=""http://www.lahn-dill-kliniken.de/kliniken-institute/dillenburg/innere-medizin/zentrum-fuer-atmungsstörungen"">www.lahn-dill-kliniken.de/kliniken-institute/dillenburg/innere-medizin/zentrum-fuer-atmungsstörungen</a><br>"
99,"Prof. Dr. med. Andreas Günther, Dr. med. Hans-Dietrich Heitmann<br>Pneumologische Klinik Waldhof Elgershausen<br>Schlaflabor<br>Waldhof Elgershausen<br>35753 Greifenstein<br><br>Telefon: (0 64 49) 9 27-2 37 oder -261<br>Fax: (0 64 49) 9 27-3 99<br>E-Mail: <a href=""mailto:h.heitmann@klinik-waldhof.de"">h.heitmann@klinik-waldhof.de</a><br>Internet: <a href=""http://www.klinik-waldhof.de"">www.klinik-waldhof.de</a><br>"
100,"Prof. Dr. med. Claus R. Hornig, Ingeborg Preuser<br>Vitos Klinikum Weilmünster gGmbH<br>Vitos Klinik für Neurologie<br>Schlaflabor<br>Weilstr. 10<br>35789 Weilmünster<br><br>Telefon: (0 64 72) 60-213 od. 60-526<br>Fax: (0 64 72) 60-548<br>E-Mail: <a href=""mailto:ingeborg.preuser@vitos-weilmuenster.de"">ingeborg.preuser@vitos-weilmuenster.de</a><br>Internet: <a href=""http://www.vitos-weilmuenster.de"">www.vitos-weilmuenster.de</a><br>"
101,"Dr. med. Conrad Wiederhold <br>Internistisch-Pneumologische Gemeinschaftspraxis in Fulda<br>Dres. Wiederhold, Schratz, Wissner<br>Gerloser Weg 23 a<br>36039 Fulda<br><br>Telefon: (06 61) 380 525 70<br>Fax: (0 61 61) 380 525 25<br>E-Mail: <a href=""mailto:praxis.wiederhold@icloud.com"">praxis.wiederhold@icloud.com</a><br>Internet: <a href=""http://www.lungenaerzte-fulda.de"">www.lungenaerzte-fulda.de</a><br>"
102,"Dr. med. Rainer Michulla <br>Kreiskrankenhaus Rotenburg (Träger)<br>HKZ Rotenburg<br>Schlaflabor<br>Heinz-Meise-Str.100<br>36199 Rotenburg a.d. Fulda<br><br>Telefon: (06623) 884326<br>Fax: (06623) 886526<br>E-Mail: <a href=""mailto:r.michulla@kkh-rotenburg.de; schlaflabor@hkz.de"">r.michulla@kkh-rotenburg.de; schlaflabor@hkz.de</a><br>Internet: <a href=""http://www.schlaflabor-rotenburg.de"">www.schlaflabor-rotenburg.de</a><br>"
103,"Prof. Dr. med.  Walter Paulus <br>Georg-August-Universität Göttingen<br>Zentrum Neurologische Medizin<br>Abt. Klinische Neurophysiologie<br>Robert-Koch-Str. 40<br>37075 Göttingen<br><br>Telefon: (05 51) 39-66 50<br>Fax: (05 51) 39-1364<br>E-Mail: <a href=""mailto:wpaulus@med.uni-goettingen.de"">wpaulus@med.uni-goettingen.de</a><br>Internet: <a href=""http://www.neurologie.uni-goettingen.de"">www.neurologie.uni-goettingen.de</a><br>"
104,"Prof. Dr. med.  Wolfgang Körber, Dr. med. Claus-Heinrich Quast<br>Evangelisches Krankenhaus Göttingen-Weende gGmbH<br>Abt. für Pneumologie, Beatmungsmedizin und Schlaflabor<br>Pappelweg 5<br>37120 Bovenden-Lenglern<br><br>Telefon: (05 51) 50 34- 24 65<br>Fax: (05 51) 50 34- 24 15<br>E-Mail: <a href=""mailto:schlaflabor-lenglern@ekweende.de"">schlaflabor-lenglern@ekweende.de</a><br>Internet: <a href=""http://www.ekweende.de"">www.ekweende.de</a><br>"
105,"Dr. med. Klaus Schildt <br>Kreiskrankenhaus Eschwege GmbH<br>Abteilung für Pneumologie / Allergologie<br>Labor für Schlaf- und Atemregulationsstörungen<br>Elsa-Brandstöm-Str. 1<br>37269 Eschwege<br><br>Telefon: (0 56 51) 82-21 92<br>Fax: (0 56 51) 82-2193<br>E-Mail: <a href=""mailto:klaus-schild@klinikum-wm.de"">klaus-schild@klinikum-wm.de</a><br>"
106,"Dr. med. D. Awuah <br>Eichsfeld Klinikum gGmbH / Haus St. Vincenz<br>Schlafmedizinisches Zentrum<br>Windische Gasse 112<br>37308 Heilbad Heiligenstadt<br><br>Telefon: (0 36 06) 76-21 50<br>Fax: (0 36 06) 76-22 86<br>Internet: <a href=""http://www.eichsfeld-klinikum.de"">www.eichsfeld-klinikum.de</a><br>"
107,"Prof. Dr. med.  Dirk Hausmann, Dr. med. Ulrich Leithäuser<br>Städtisches Klinikum Wolfenbüttel gGmbH<br>Medizinische Klinik<br>Schlaflabor<br>Alter Weg 80<br>38302 Wolfenbüttel<br><br>Telefon: (0 53 31) 9 34-41 00/-41 09<br>Fax: (0 53 31) 9 34-41 02<br>E-Mail: <a href=""mailto:ulrich.leithaeuser@klinikum-wolfenbuettel.de"">ulrich.leithaeuser@klinikum-wolfenbuettel.de</a><br>Internet: <a href=""http://www.klinikum-Wolfenbuettel.de"">www.klinikum-Wolfenbuettel.de</a><br>"
108,"Dr. med. Klaus-Werner Dietrich, Dr. med. Si Huyen Nguyen<br>HELIOS St. Marienberg Klinik Helmstedt<br>Innere Medizin II / Kardiologie<br>Schlaflabor<br>Conringstr. 26<br>38350 Helmstedt<br><br>Telefon: (0 53 51) 14-12 30<br>Fax: (0 53 51) 14-82 05<br>E-Mail: <a href=""mailto:sihuyen.nguyen@helios-kliniken.de"">sihuyen.nguyen@helios-kliniken.de</a><br>Internet: <a href=""http://www.helios-kliniken.de/klinik/helmstedt/fachabteilungen/innere-medizin-kardiologie/unser-team.html"">www.helios-kliniken.de/klinik/helmstedt/fachabteilungen/innere-medizin-kardiologie/unser-team.html</a><br>"
109,"Dr. med. T. Schilling, Dipl. Med.  Sabine Wesirow<br>Harzklinikum Dorothea Christiane Erxleben GmbH<br>Interdisziplinäres Schlaflabor<br>Pulmologie - Neurologie<br>Ilsenburger Str. 15<br>38855 Wernigerode<br><br>Telefon: (0 39 43) 61-1229<br>Fax: (0 39 43)61-2290<br>E-Mail: <a href=""mailto:schlaflabor@harz-klinikum.de"">schlaflabor@harz-klinikum.de</a><br>Internet: <a href=""http://www.harz-klinikum.de"">www.harz-klinikum.de</a><br>"
110,"Dr. med. Jens-Uwe Schreiber, Dr. Sebastian Föllner<br>Universitätklinikum Magdeburg A.ö.R.<br>Univ.Klinik für Pneumologie, Pneumologisches Atemtherapiezentrum<br>Leipziger Str.44<br>39120 Magdeburg<br><br>Telefon: (0391) 6721319<br>Fax: (0391) 6721318<br>E-Mail: <a href=""mailto:sebastian.foellner@med.ovgu.de"">sebastian.foellner@med.ovgu.de</a><br>Internet: <a href=""http://www.kkar.ovgu.de/pne.html"">www.kkar.ovgu.de/pne.html</a><br>"
111,"Prof. Dr. med.  Gerhard Jorch, Dr. med. Uta Beyer<br>Universitätsklinikum Magdeburg A.ö.R.<br>Universitätskinderklinik<br>Schlaflabor<br>Leipziger Str. 44<br>39120 Magdeburg<br><br>Telefon: (03 91) 672-4066<br>Fax: (03 91) 672-4252<br>E-Mail: <a href=""mailto:uta.beyer@med.ovgu.de"">uta.beyer@med.ovgu.de</a><br>Internet: <a href=""http://www.schlafmedizin-sachsen-anhalt.de"">www.schlafmedizin-sachsen-anhalt.de</a><br>"
